RefSeq	gene	locus	start	stop	strand	COG	COG_category	COG_meta
BAA16111.2	nuoG	b2283	2402108	2404841	-1	COG1034	C	M
BAA16111.2	nuoG	b2283	2402108	2404841	-1	COG3383	R	O
BAA16113.1	nuoF	b2284	2404887	2406225	-1	COG1894	C	M
BAA16114.1	nuoE	b2285	2406221	2406722	-1	COG1905	C	M
BAA16115.2	nuoC	b2286	2406724	2408527	-1	COG0649	C	M
BAA16115.2	nuoC	b2286	2406724	2408527	-1	COG0852	C	M
BAA16121.2	nuoB	b2287	2408620	2409283	-1	COG0377	C	M
BAA16123.1	nuoA	b2288	2409298	2409742	-1	COG0838	C	M
BAA16124.2	lrhA	b2289	2410372	2411311	-1	COG0583	K	T
BAA16125.1	insB	unique to W3110	2411472	2411976	-1			
BAA16126.1	insA	unique to W3110	2411894	2412170	-1			
BAA16127.1	yfbQ	b2290	2413006	2414224	1	COG0436	E	M
BAE76684.1	yfbR	b2291	2414307	2414907	1	COG1896	F	M
BAA16128.1	yfbS	b2292	2414965	2416798	-1	COG0471	G	M
BAA16128.1	yfbS	b2292	2414965	2416798	-1	COG0490	P	M
BAA16129.2	yfbT	b2293	2416884	2417535	-1	COG0637	G	M
BAE76685.1	yfbU	b2294	2417545	2418040	-1	COG3013	S	O
BAA16130.1	yfbV	b2295	2418122	2418578	-1	COG3092	S	O
BAA16135.1	ackA	b2296	2418915	2420118	1	COG0282	C	M
BAA16136.2	pta	b2297	2420192	2422337	1	COG0280	C	M
BAA16136.2	pta	b2297	2420192	2422337	1	COG0857	R	O
BAA16137.1	yfcC	b2298	2422526	2424047	1	COG1288	R	O
BAE76686.1	yfcD	b2299	2424079	2424622	-1	COG1443	I	M
BAE76687.1	yfcE	b2300	2424679	2425234	-1	COG0622	R	O
BAA16138.1	yfcF	b2301	2425286	2425931	-1	COG0625	O	O
BAA16139.1	yfcG	b2302	2426066	2426714	1	COG0625	O	O
BAA16140.1	folX	b2303	2426770	2427133	1	COG1539	H	M
BAA16141.1	yfcH	b2304	2427153	2428047	1	COG1090	R	O
BAA16142.1	yfcI	b2305	2428094	2428985	-1	COG5464	L	T
BAA16143.1	hisP	b2306	2429181	2429955	-1	COG4598	E	M
BAA16153.1	hisM	b2307	2429962	2430679	-1	COG4160	E	M
BAA16154.1	hisQ	b2308	2430675	2431362	-1	COG4215	E	M
BAA16155.1	hisJ	b2309	2431451	2432234	-1	COG0834	E	M
BAA16156.1	argT	b2310	2432454	2433237	-1	COG0834	E	M
BAA16157.1	ubiX	b2311	2433502	2434072	-1	COG0163	H	M
BAA16158.2	purF	b2312	2434166	2435684	-1	COG0034	F	M
BAA16159.1	cvpA	b2313	2435720	2436209	-1	COG1286	S	O
BAA16162.2	dedD	b2314	2436467	2437130	-1	COG3147	D	T
BAA16164.1	folC	b2315	2437119	2438388	-1	COG0285	H	M
BAA16173.1	accD	b2316	2438457	2439372	-1	COG0777	I	M
BAA16174.1	dedA	b2317	2439527	2440187	-1	COG0586	S	O
BAA16175.1	truA	b2318	2440269	2441082	-1	COG0101	J	T
BAA16176.1	usg	b2319	2441081	2442095	-1	COG0136	E	M
BAA16177.1	pdxB	b2320	2442160	2443297	-1	COG0111	H	M
BAA16178.1	flk	b2321	2443395	2444391	1			
BAA16179.1	yfcJ	b2322	2444387	2445566	-1	COG2814	G	M
BAA16180.1	fabB	b2323	2445830	2447051	-1	COG0304	I	M
BAA16181.2	trmC	b2324	2447209	2449216	1	COG0665	E	M
BAA16181.2	trmC	b2324	2447209	2449216	1	COG4121	J	T
BAE76688.1	yfcL	b2325	2449336	2449615	-1			
BAA16182.2	yfcM	b2326	2449648	2450197	-1	COG3101	J	T
BAA16183.1	yfcA	b2327	2450196	2451006	-1	COG0730	S	O
BAA16184.1	mepA	b2328	2451005	2451830	-1	COG3770	M	O
BAA16185.2	aroC	b2329	2451833	2452919	-1	COG0082	E	M
BAA16188.2	prmB	b2330	2452953	2453886	-1	COG2890	J	T
BAA16189.1	yfcN	b2331	2454051	2454603	1	COG2840	L	T
BAE76689.1	yfcO	b2332	2454673	2455495	-1			
BAE76690.1	yfcP	b2333	2455496	2456036	-1	COG3539	N	O
BAE76691.1	yfcQ	b2334	2456032	2456521	-1	COG3539	N	O
BAE76692.1	yfcR	b2335	2456517	2457030	-1	COG3539	N	O
BAA16190.1	yfcS	b2336	2457029	2457782	-1	COG3121	W	
BAA16191.1	yfcT	b2337	2457801	2458698	-1			
BAA16192.1	yfcU	b2338	2458710	2460447	-1			
BAA16193.1	yfcV	b2339	2460528	2461092	-1	COG3539	N	O
BAA16194.2	sixA	b2340	2461772	2462258	-1	COG2062	T	O
BAA16195.1	yfcX	b2341	2462460	2464605	-1	COG1024	I	M
BAA16195.1	yfcX	b2341	2462460	2464605	-1	COG1250	I	M
BAA16197.2	yfcY	b2342	2464604	2465915	-1	COG0183	I	M
BAA16198.1	yfcZ	b2343	2466095	2466380	-1	COG3691	S	O
BAA16205.1	fadL	b2344	2466745	2468092	1	COG2067	I	M
BAE76693.1	yfdF	b2345	2468457	2469516	1			
BAA16206.2	vacJ	b2346	2469697	2470453	-1	COG2853	M	O
BAA16207.1	yfdC	b2347	2470746	2471679	1	COG2116	P	M
BAA16208.1	intS	b2349	2471990	2473148	1	COG0582	L	T
BAA16209.1	yfdG	b2350	2473300	2473663	1	COG2246	I	M
BAA16210.1	yfdH	b2351	2473659	2474580	1	COG0463	M	O
BAE76694.1	yfdI	b2352	2474576	2475908	1			
BAA16214.1	yfdK	b2354	2476522	2476963	-1			
BAE76695.1	yfdL	b2355	2476989	2477508	-1			
BAE76696.1	yfdM	b2356	2477557	2477833	-1			
BAE76697.1	yfdN	b2357	2477832	2478327	-1			
BAA16223.2	yfdO	b2358	2478323	2478692	-1			
BAE76698.1	yfdP	b2359	2478965	2479412	1			
BAE76699.1	yfdQ	b2360	2479477	2480302	1	COG5532	S	O
BAE76700.1	yfdR	b2361	2480429	2480966	1	COG1896	F	M
BAE76701.1	yfdS	b2362	2480956	2481319	1			
BAE76702.1	yfdT	b2363	2481318	2481624	1			
BAE76703.1	ypdJ	b4545	2481539	2481680	1			
BAE76704.1	torI	b4501	2481755	2481956	1	COG3311	K	T
BAA16224.1	dsdC	b2364	2482139	2483075	-1	COG0583	K	T
BAA16225.1	dsdX	b2365	2483292	2484630	1	COG2610	G	M
BAA16229.1	dsdA	b2366	2484647	2485976	1	COG3048	E	M
BAA16230.1	emrY	b2367	2486083	2487622	-1	COG0477	G	M
BAA16239.2	emrK	b2368	2487621	2488785	-1	COG1566	V	O
BAA16240.1	evgA	b2369	2489200	2489815	1	COG2197	T	O
BAA16241.1	evgS	b2370	2489819	2493413	1	COG0784	T	O
BAA16241.1	evgS	b2370	2489819	2493413	1	COG0834	E	M
BAA16241.1	evgS	b2370	2489819	2493413	1	COG2198	T	O
BAA16241.1	evgS	b2370	2489819	2493413	1	COG2205	T	O
BAA16242.1	yfdE	b2371	2493468	2494614	-1	COG1804	I	M
BAA16243.2	yfdV	b2372	2494687	2495632	-1	COG0679	R	O
BAA16245.2	oxc	b2373	2495701	2497396	-1	COG0028	E	M
BAA16247.1	frc	b2374	2497449	2498700	-1	COG1804	I	M
BAE76705.1	yfdX	b2375	2499212	2499848	-1			
BAE76706.1	ypdI	b2376	2500143	2500419	1			
BAE76707.1	yfdY	b2377	2500495	2500738	-1			
BAA16248.1	ddg	b2378	2501090	2502011	1	COG1560	I	M
BAA16249.1	yfdZ	b2379	2502502	2503741	-1	COG0436	E	M
BAA16250.2	ypdA	b2380	2504116	2505814	1	COG3275	T	O
BAA16251.1	ypdB	b2381	2505828	2506563	1	COG3279	K	T
BAA16252.1	ypdC	b2382	2506575	2507433	1	COG2207	K	T
BAA16253.1	ypdD	b2383	2507435	2509931	-1	COG1080	G	M
BAA16253.1	ypdD	b2383	2507435	2509931	-1	COG1762	G	M
BAA16253.1	ypdD	b2383	2507435	2509931	-1	COG1925	T	O
BAA16254.1	ypdE	b2384	2509955	2510993	-1	COG1363	E	M
BAA16255.2	ypdF	b2385	2510992	2512078	-1	COG0006	E	M
BAA16256.1	ypdG	b2386	2512092	2513340	-1	COG1299	G	M
BAA16257.2	ypdH	b2387	2513361	2513688	-1	COG1445	G	M
BAA16258.1	glk	b2388	2513906	2514872	-1	COG0837	G	M
BAE76708.1	yfeO	b2389	2515075	2516332	1	COG0038	P	M
BAE76709.1	ypeC	b2390	2516446	2516773	1			
BAA16262.1	mntH	b2392	2516913	2518152	-1	COG1914	P	M
BAA16263.1	nupC	b2393	2518487	2519690	1	COG1972	F	M
BAA16264.2	insL	b2394	2519776	2520889	1	COG3385	X	
BAA16267.2	yfeA	b2395	2521088	2523278	-1	COG2199	T	O
BAA16267.2	yfeA	b2395	2521088	2523278	-1	COG2200	T	O
BAA16269.2	yfeC	b2398	2523912	2524257	1			
BAA16271.1	yfeD	b2399	2524258	2524651	1			
BAA16272.1	gltX	b2400	2524702	2526118	-1	COG0008	J	T
BAA16273.1	xapR	b2405	2527038	2527923	-1	COG0583	K	T
BAA16274.1	xapB	b2406	2528174	2529431	-1			
BAA16275.1	xapA	b2407	2529490	2530324	-1	COG0005	F	M
BAA16279.1	yfeN	b2408	2530572	2531337	1			
BAA16280.1	yfeR	b2409	2531375	2532302	-1	COG0583	K	T
BAA16281.2	yfeH	b2410	2532391	2533390	1	COG0385	R	O
BAE76710.1	ypeB	b4546	2533386	2533605	-1	COG3530	S	O
BAA16282.2	ligA	b2411	2533606	2535622	-1	COG0272	L	T
BAA16284.1	zipA	b2412	2535692	2536679	-1	COG3115	D	T
BAA16287.2	cysZ	b2413	2536908	2537670	1	COG2981	E	M
BAA16288.2	cysK	b2414	2537854	2538826	1	COG0031	E	M
BAA16289.1	ptsH	b2415	2539209	2539467	1	COG1925	T	O
BAA16290.1	ptsI	b2416	2539511	2541239	1	COG1080	G	M
BAA16291.1	crr	b2417	2541279	2541789	1	COG2190	G	M
BAA16292.1	pdxK	b2418	2541831	2542683	-1	COG2240	H	M
BAA16293.1	yfeK	b2419	2542787	2543162	1			
BAA16294.1	yfeS	b2420	2543194	2543929	1	COG3831	K	T
BAA16294.1	yfeS	b2420	2543194	2543929	1	COG4884	S	O
BAA16295.1	cysM	b2421	2544117	2545029	-1	COG0031	E	M
BAA16296.1	cysA	b2422	2545162	2546260	-1	COG1118	P	M
BAA16297.1	cysW	b2423	2546249	2547125	-1	COG4208	P	M
BAA16298.1	cysU	b2424	2547124	2547958	-1	COG0555	P	M
BAA16299.1	cysP	b2425	2547957	2548974	-1	COG4150	P	M
BAA16309.2	ucpA	b2426	2549277	2550069	-1	COG1028	I	M
BAA16310.1	yfeT	b2427	2550197	2551055	-1	COG1737	K	T
BAA16312.2	yfeU	b2428	2551218	2552115	1	COG2103	M	O
BAA16313.1	murP	b2429	2552118	2553543	1	COG1263	G	M
BAA16313.1	murP	b2429	2552118	2553543	1	COG1264	G	M
BAA16314.2	yfeW	b2430	2553547	2554852	1	COG1680	V	O
BAE76711.1	yfeX	b2431	2555091	2555991	-1	COG2837	P	M
BAE76712.1	yfeY	b2432	2556086	2556662	-1			
BAE76713.1	yfeZ	b2433	2556722	2557172	-1			
BAE76714.1	ypeA	b2434	2557158	2557584	-1	COG0456	J	T
BAA16318.1	amiA	b2435	2557797	2558667	1	COG0860	M	O
BAA16319.1	hemF	b2436	2558670	2559570	1	COG0408	H	M
BAA16320.1	yfeG	b2437	2559575	2560628	-1	COG2207	K	T
BAA16321.1	yffI	b2438	2560673	2561174	-1	COG4577	Q	M
BAE76715.1	eutL	b2439	2561186	2561846	-1	COG4816	E	M
BAA16322.1	eutC	b2440	2561855	2562743	-1	COG4302	E	M
BAA16323.1	eutB	b2441	2562763	2564125	-1	COG4303	E	M
BAE76716.1	eutA	b2451	2564136	2565540	-1	COG4819	E	M
BAA16330.2	eutH	b2452	2565536	2566763	-1	COG3192	E	M
BAA16331.1	eutG	b2453	2566979	2568167	-1	COG1454	C	M
BAA16332.1	eutJ	b2454	2568156	2568993	-1	COG4820	E	M
BAA16333.1	eutE	b2455	2569003	2570407	-1	COG1012	C	M
BAA16334.1	cchB	b2456	2570418	2570706	-1	COG4576	Q	M
BAA16335.2	cchA	b2457	2570812	2571106	-1	COG4577	Q	M
BAA16336.1	eutI	b2458	2571144	2572161	-1	COG0280	C	M
BAE76717.1	eutT	b2459	2572157	2572961	-1	COG4812	E	M
BAE76718.1	eutQ	b2460	2572957	2573659	-1	COG4766	E	M
BAE76719.1	eutP	b2461	2573633	2574113	-1	COG4917	E	M
BAE76720.1	ypfE	b2462	2574125	2574461	-1	COG4810	E	M
BAA16337.2	maeB	b2463	2574753	2577033	-1	COG0280	C	M
BAA16337.2	maeB	b2463	2574753	2577033	-1	COG0281	C	M
BAA16339.1	talA	b2464	2577321	2578272	1	COG0176	G	M
BAA16340.1	tktB	b2465	2578291	2580295	1	COG0021	G	M
BAE76721.1	ypfG	b2466	2580389	2581433	-1			
BAA16341.1	yffH	b2467	2581558	2582134	-1	COG0494	V	O
BAA16342.2	aegA	b2468	2582201	2584181	-1	COG0493	E	M
BAA16342.2	aegA	b2468	2582201	2584181	-1	COG1142	C	M
BAA16343.1	narQ	b2469	2584386	2586087	1	COG3850	T	O
BAA16344.1	acrD	b2470	2586250	2589364	1	COG0841	V	O
BAA16345.1	yffB	b2471	2589902	2590259	1	COG1393	P	M
BAA16346.1	dapE	b2472	2590262	2591390	1	COG0624	E	M
BAA16347.1	ypfN	b4547	2591417	2591618	1			
BAE76722.1	ypfH	b2473	2591727	2592426	-1	COG0400	R	O
BAA16352.2	ypfI	b2474	2592499	2594515	-1	COG1444	J	T
BAE76723.1	ypfJ	b2475	2594529	2595393	-1	COG2321	R	O
BAA16353.1	purC	b2476	2595560	2596274	-1	COG0152	F	M
BAA16354.1	nlpB	b2477	2596486	2597521	-1	COG3317	S	O
BAA16355.1	dapA	b2478	2597537	2598416	-1	COG0329	E	M
BAA16356.2	gcvR	b2479	2598561	2599134	1	COG2716	E	M
BAA16358.1	bcp	b2480	2599133	2599604	1	COG1225	O	O
BAA16359.1	hyfA	b2481	2599856	2600474	1	COG1142	C	M
BAA16360.1	hyfB	b2482	2600473	2602492	1	COG0651	C	M
BAA16361.2	hyfC	b2483	2602502	2603450	1	COG0650	C	M
BAA16372.1	hyfD	b2484	2603466	2604906	1	COG1009	C	M
BAA16373.1	hyfE	b2485	2604917	2605568	1	COG4237	C	M
BAA16374.1	hyfF	b2486	2605572	2607153	1	COG0651	C	M
BAA16375.2	hyfG	b2487	2607142	2608810	1	COG3261	C	M
BAA16375.2	hyfG	b2487	2607142	2608810	1	COG3262	C	M
BAA16376.1	hyfH	b2488	2608819	2609365	1	COG1143	C	M
BAA16377.2	hyfI	b2489	2609361	2610120	1	COG3260	C	M
BAA16378.1	hyfJ	b2490	2610112	2610526	1			
BAA16380.2	hyfR	b2491	2610555	2612568	1	COG3604	K	T
BAA16381.1	focB	b2492	2612589	2613438	1	COG2116	P	M
BAA16382.1	yfgO	b2493	2613475	2614537	-1	COG0628	R	O
BAE76724.1	yfgC	b2494	2614749	2616213	1	COG4783	R	O
BAA16383.2	yfgD	b2495	2616233	2616593	1	COG1393	P	M
BAA16384.2	hda	b2496	2616730	2617477	-1	COG0593	L	T
BAA16385.1	uraA	b2497	2617526	2618816	-1	COG2233	F	M
BAA16386.1	upp	b2498	2618901	2619528	-1	COG0035	F	M
BAA16387.1	purM	b2499	2619852	2620890	1	COG0150	F	M
BAA16388.1	purN	b2500	2620889	2621528	1	COG0299	F	M
BAA16389.1	ppk	b2501	2621699	2623766	1	COG0855	P	M
BAA16390.1	ppx	b2502	2623770	2625312	1	COG0248	F	M
BAA16393.1	yfgF	b2503	2625350	2627594	-1	COG2199	T	O
BAA16393.1	yfgF	b2503	2625350	2627594	-1	COG2200	T	O
BAE76725.1	yfgG	b2504	2627945	2628137	1			
BAE76726.1	yfgH	b2505	2628447	2628966	1	COG3133	M	O
BAE76727.1	yfgI	b2506	2628981	2629521	1			
BAA16394.1	guaA	b2507	2629613	2631191	-1	COG0518	F	M
BAA16394.1	guaA	b2507	2629613	2631191	-1	COG0519	F	M
BAA16395.2	guaB	b2508	2631259	2632726	-1	COG0516	F	M
BAA16395.2	guaB	b2508	2631259	2632726	-1	COG0517	T	O
BAA16395.2	guaB	b2508	2631259	2632726	-1	COG2070	R	O
BAA16396.1	xseA	b2509	2632887	2634258	1	COG1570	L	T
BAE76728.1	yfgJ	b2510	2634254	2634470	-1			
BAA16397.2	der	b2511	2634539	2636012	-1	COG1160	R	O
BAA16398.1	yfgL	b2512	2636129	2637308	-1	COG1520	M	O
BAA16399.2	yfgM	b2513	2637318	2637939	-1	COG2976	T	O
BAA16401.1	hisS	b2514	2637956	2639231	-1	COG0124	J	T
BAA16402.2	ispG	b2515	2639341	2640460	-1	COG0821	I	M
BAA16403.1	yfgA	b2516	2640486	2641500	-1	COG1426	D	T
BAA16404.1	yfgB	b2517	2641784	2642939	-1	COG0820	J	T
BAA16405.1	ndk	b2518	2643088	2643520	-1	COG0105	F	M
BAA16410.2	pbpC	b2519	2643668	2645981	-1	COG4953	M	O
BAE76729.1	yfhM	b2520	2645981	2650943	-1	COG2373	R	O
BAA16411.2	sseA	b2521	2651149	2651995	1	COG2897	P	M
BAA16412.2	sseB	b2522	2652812	2653589	-1			
BAA16413.1	pepB	b2523	2653730	2655014	-1	COG0260	E	M
BAA16414.1	yfhJ	b2524	2655191	2655392	-1	COG2975	O	O
BAA16415.1	fdx	b2525	2655403	2655739	-1	COG0633	C	M
BAA16420.1	hscA	b2526	2655740	2657591	-1	COG0443	O	O
BAA16421.1	hscB	b2527	2657607	2658123	-1	COG1076	O	O
BAA16422.1	iscA	b2528	2658218	2658542	-1	COG0316	O	O
BAA16423.1	iscU	b2529	2658558	2658945	-1	COG0822	O	O
BAA16424.1	iscS	b2530	2658972	2660187	-1	COG1104	E	M
BAA16425.1	iscR	b2531	2660298	2660787	-1	COG1959	K	T
BAA16426.1	yfhQ	b2532	2661238	2661979	-1	COG0565	J	T
BAA16427.1	suhB	b2533	2662097	2662901	1	COG0483	G	M
BAA16428.1	yfhR	b2534	2663018	2663900	1	COG1073	T	O
BAA16429.2	csiE	b2535	2664090	2665371	1	COG3711	K	T
BAA16431.1	hcaT	b2536	2665362	2666502	-1			
BAA16432.2	hcaR	b2537	2666661	2667552	-1	COG0583	K	T
BAA16441.1	hcaE	b2538	2667687	2669049	1	COG4638	P	M
BAA16442.1	hcaF	b2539	2669045	2669564	1	COG5517	Q	M
BAA16443.1	hcaC	b2540	2669563	2669884	1	COG2146	P	M
BAA16444.1	hcaB	b2541	2669880	2670693	1	COG1028	I	M
BAA16445.1	hcaD	b2542	2670702	2671905	1	COG0446	I	M
BAA16446.1	yphA	b2543	2671929	2672424	1	COG2259	S	O
BAE76730.1	yphB	b2544	2672471	2673344	-1	COG2017	G	M
BAA16447.2	yphC	b2545	2673355	2674417	-1	COG1063	E	M
BAA16448.1	yphD	b2546	2674482	2675481	-1	COG1172	G	M
BAA16449.1	yphE	b2547	2675505	2677017	-1	COG1129	G	M
BAA16457.1	yphF	b2548	2677039	2678023	-1	COG1879	G	M
BAE76731.1	yphG	b2549	2678119	2681401	-1	COG0457	R	O
BAA16458.2	yphH	b2550	2681518	2682712	1	COG1940	K	T
BAA16459.1	glyA	b2551	2682909	2684163	-1	COG0112	E	M
BAA16460.1	hmp	b2552	2684490	2685681	1	COG1017	C	M
BAA16460.1	hmp	b2552	2684490	2685681	1	COG1018	C	M
BAA16461.1	glnB	b2553	2685725	2686064	-1	COG0347	T	O
BAA16462.1	yfhA	b2554	2686124	2687459	-1	COG2204	T	O
BAA16463.2	yfhG	b2555	2687448	2688162	-1			
BAE76732.1	yfhK	b2556	2688326	2689754	-1	COG2205	T	O
BAE76733.1	purL	b2557	2690311	2694199	-1	COG0046	F	M
BAE76733.1	purL	b2557	2690311	2694199	-1	COG0047	F	M
BAE76734.1	yfhD	b2558	2694594	2696013	1	COG4623	M	O
BAE76735.1	tadA	b2559	2696009	2696546	-1	COG0590	J	T
BAE76736.1	yfhB	b2560	2696570	2697206	-1	COG0560	E	M
BAE76737.1	yfhH	b2561	2697414	2698263	1	COG1737	K	T
BAE76738.1	yfhL	b2562	2698318	2698579	1	COG1145	C	M
BAE76739.1	acpS	b2563	2699273	2699654	-1	COG0736	I	M
BAE76740.1	pdxJ	b2564	2699653	2700385	-1	COG0854	H	M
BAE76741.1	recO	b2565	2700396	2701125	-1	COG1381	L	T
BAE76742.1	era	b2566	2701136	2702042	-1	COG1159	J	T
BAE76743.1	rnc	b2567	2702038	2702719	-1	COG0571	K	T
BAE76744.1	lepB	b2568	2702990	2703965	-1	COG0681	U	O
BAE76745.1	lepA	b2569	2703980	2705780	-1	COG0481	J	T
BAE76746.1	rseC	b2570	2705977	2706457	-1	COG3086	T	O
BAE76747.1	rseB	b2571	2706453	2707410	-1	COG3026	T	O
BAE76748.1	rseA	b2572	2707409	2708060	-1	COG3073	T	O
BAE76749.1	rpoE	b2573	2708092	2708668	-1	COG1595	K	T
BAE76750.1	nadB	b2574	2709075	2710698	1	COG0029	H	M
BAE76751.1	yfiC	b2575	2710682	2711420	-1	COG4123	J	T
BAE76752.1	srmB	b2576	2711551	2712886	1	COG0513	L	T
BAA20920.2	yfiE	b2577	2713094	2713976	-1	COG0583	K	T
BAA16464.1	yfiK	b2578	2714078	2714666	1	COG1280	E	M
BAA16465.1	yfiD	b2579	2714721	2715105	-1	COG3445	H	M
BAA16466.1	ung	b2580	2715409	2716099	1	COG0692	L	T
BAA16467.2	yfiF	b2581	2716146	2717184	-1	COG0566	J	T
BAA16469.2	trxC	b2582	2717390	2717810	1	COG3118	O	O
BAE76753.1	yfiP	b2583	2717878	2718577	1	COG3148	S	O
BAE76754.1	yfiQ	b2584	2718608	2721269	1	COG0045	C	M
BAE76754.1	yfiQ	b2584	2718608	2721269	1	COG1042	C	M
BAE76754.1	yfiQ	b2584	2718608	2721269	1	COG1670	J	T
BAA16470.2	pssA	b2585	2721382	2722738	1	COG1502	I	M
BAA16471.1	yfiM	b2586	2722834	2723107	1	COG5544	S	O
BAA16472.1	kgtP	b2587	2723103	2724402	-1	COG0477	G	M
BAA16476.1	clpB	b2592	2730255	2732829	-1	COG0542	O	O
BAA16477.1	yfiH	b2593	2732958	2733690	-1	COG1496	P	M
BAA16479.2	rluD	b2594	2733686	2734667	-1	COG0564	J	T
BAA16480.1	yfiO	b2595	2734801	2735539	1	COG4105	M	O
BAA16481.1	yfiA	b2597	2735809	2736151	1	COG1544	J	T
BAE76755.1	pheL	b2598	2736254	2736302	1			
BAA16484.1	pheA	b2599	2736400	2737561	1	COG0077	E	M
BAA16484.1	pheA	b2599	2736400	2737561	1	COG1605	E	M
BAA16485.2	tyrA	b2600	2737603	2738725	-1	COG0287	E	M
BAA16485.2	tyrA	b2600	2737603	2738725	-1	COG1605	E	M
BAA16487.1	aroF	b2601	2738735	2739806	-1	COG0722	E	M
BAA16488.1	yfiL	b2602	2740015	2740381	1			
BAE76756.1	yfiR	b2603	2740530	2741049	1			
BAA16489.2	yfiN	b2604	2741038	2742265	1	COG2199	T	O
BAA16490.1	yfiB	b2605	2742280	2742763	1	COG2885	M	O
BAA16491.1	rplS	b2606	2742838	2743186	-1	COG0335	J	T
BAA16492.1	trmD	b2607	2743227	2743995	-1	COG0336	J	T
BAA16493.2	rimM	b2608	2744025	2744574	-1	COG0806	J	T
BAA16494.2	rpsP	b2609	2744592	2744841	-1	COG0228	J	T
BAA16495.2	ffh	b2610	2745089	2746451	-1	COG0541	U	O
BAE76757.1	ypjD	b2611	2746542	2747409	1	COG4137	R	O
BAA16497.2	yfjD	b4461	2747519	2748716	1	COG4536	P	M
BAA16498.1	grpE	b2614	2748770	2749364	-1	COG0576	O	O
BAA16500.1	yfjB	b2615	2749486	2750365	1	COG0061	F	M
BAA16501.1	recN	b2616	2750450	2752112	1	COG0497	L	T
BAA16502.1	smpA	b2617	2752260	2752602	1	COG2913	M	O
BAA16503.1	yfjF	b2618	2752663	2752954	-1	COG2914	V	O
BAA16504.1	yfjG	b2619	2752943	2753420	-1	COG2867	J	T
BAA16505.2	smpB	b2620	2753551	2754034	1	COG0691	O	O
BAA20921.2	intA	b2622	2754814	2756056	1	COG0582	L	T
BAE76758.1	yfjH	b2623	2756299	2757256	-1			
BAE76759.1	alpA	b2624	2757299	2757512	1	COG3311	K	T
BAE76760.1	yfjI	b2625	2757640	2759050	1			
BAE76761.1	yfjJ	b2626	2759202	2759829	1			
BAE76762.1	yfjK	b2627	2760006	2762196	-1	COG1204	L	T
BAE76763.1	yfjL	b2628	2762192	2763809	-1			
BAE76764.1	yfjM	b2629	2764168	2764432	-1			
BAE76765.1	yfjN	b2630	2764573	2765647	1			
BAE76766.1	yfjO	b2631	2765639	2766011	1			
BAE76767.1	yfjP	b2632	2766365	2767229	1	COG3596	R	O
BAE76768.1	yfjQ	b2633	2767320	2768142	1			
BAE76769.1	yfjR	b2634	2768358	2769060	1	COG2378	K	T
BAE76770.1	ypjK	b2635	2769100	2769337	1			
BAE76771.1	yfjS	b2636	2769336	2769780	1			
BAE76772.1	yfjT	b2637	2769803	2770271	1			
BAA16506.2	yfjU	b2638	2770495	2770810	-1			
BAA16507.2	ypjL	b2639	2770822	2771341	-1			
BAA16508.2	yfjV	b2640	2771491	2771692	-1			
BAA16510.1	yfjW	b2642	2771973	2773677	1			
BAA16511.1	yfjX	b2643	2774574	2775033	1			
BAA16512.1	yfjY	b2644	2775041	2775524	1	COG2003	L	T
BAE76773.1	ypjJ	b4548	2775532	2775733	1			
BAA16513.1	yfjZ	b2645	2775770	2776088	1			
BAE76774.1	ypjF	b2646	2776108	2776438	1			
BAA16514.2	ypjA	b2647	2776801	2781382	-1	COG3468	M	O
BAE76775.1	ypjB	b2649	2782293	2783085	-1			
BAE76776.1	ypjC	b2650	2783184	2783667	-1			
BAE76777.1	ygaQ	b2654	2785052	2785385	1			
BAA16517.2	ygaR	b4462	2785403	2786090	1			
BAE76778.1	yqaD	b2658	2787032	2787305	1			
BAE76779.1	ygaT	b2659	2787640	2788618	1			
BAA16521.1	ygaF	b2660	2788637	2789906	1	COG0579	G	M
BAA16524.2	gabD	b2661	2789928	2791377	1	COG1012	C	M
BAA16525.1	gabT	b2662	2791390	2792671	1	COG0160	E	M
BAA16526.1	gabP	b2663	2792908	2794309	1	COG1113	E	M
BAA16527.1	csiR	b2664	2794329	2794992	1	COG1802	K	T
BAA16528.2	ygaU	b2665	2794992	2795442	-1	COG1652	S	O
BAA16529.1	yqaE	b2666	2795525	2795684	-1	COG0401	S	O
BAA16530.1	ygaV	b2667	2795866	2796166	1	COG0640	K	T
BAE76780.1	ygaP	b2668	2796175	2796700	1	COG0607	P	M
BAA16535.1	stpA	b2669	2796746	2797151	-1	COG2916	K	T
BAE76781.1	ygaW	b2670	2797819	2798269	1			
BAA16536.2	ygaC	b2671	2798305	2798650	-1			
BAA16537.1	ygaM	b2672	2798789	2799131	1	COG4575	J	T
BAE76782.1	nrdH	b2673	2799378	2799624	1	COG0695	O	O
BAA16538.2	nrdI	b2674	2799620	2800031	1	COG1780	F	M
BAA16539.2	nrdE	b2675	2800003	2802148	1	COG0209	F	M
BAA16541.1	nrdF	b2676	2802157	2803117	1	COG0208	F	M
BAA16542.1	proV	b2677	2803470	2804673	1	COG2239	P	M
BAA16542.1	proV	b2677	2803470	2804673	1	COG4175	E	M
BAA16543.1	proW	b2678	2804665	2805730	1	COG4176	E	M
BAA16544.1	proX	b2679	2805787	2806780	1	COG2113	E	M
BAE76783.1	ygaX	b2680	2806971	2807238	1			
